Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),labels
13.45108483,1.215902109,-5.01872659,-7.044796754,8.734712121,1
13.46102183,0.6019340871,-2.211027535,-1.598662527,2.794045326,1
13.47095883,-0.7068929967,1.964718254,-1.004578546,2.317108884,1
13.48089583,-2.194544234,11.63329048,-3.094383945,12.23620381,1
13.49083183,-3.697733278,22.24470284,1.974530028,22.6362277,1
13.50076883,-4.869155983,26.91397351,2.307718263,27.44806393,1
13.51070583,-4.537997171,22.01401147,-2.727703005,22.64178622,1
13.52064283,-3.133414402,15.44023367,-3.736130189,16.19190447,1
13.53057983,-2.835828255,17.45428722,-3.389418075,18.00506093,1
13.54051583,-4.082123388,24.22407188,-3.97549064,24.8852148,1
13.55045283,-3.546153568,28.11329825,-1.926725385,28.40149669,1
13.56038983,-1.84515468,23.71446364,-1.215210457,23.81716016,1
13.57032683,-1.939739241,16.5723587,-2.017342025,16.80700241,1
13.58026383,-3.003950031,13.15148728,-0.3040202768,13.4936193,1
13.59019983,-3.361356995,12.3702443,1.080929149,12.86429449,1
13.60013683,-3.309603581,11.70475164,1.248822445,12.22760174,1
13.61007383,-2.819505168,9.87046021,1.188222194,10.33380211,1
13.62001083,-2.144080132,7.318935274,0.512922581,7.643754492,1
13.62994783,-1.590833982,4.786149495,-1.411296834,5.237340785,1
13.63988383,-1.515804411,2.287578698,-3.319773059,4.30715364,1
13.64982083,-1.380170789,-0.4264432847,-3.197201385,3.508393077,1
13.65975783,-0.8086670011,-3.016154047,-2.558428159,4.036914936,1
13.66969483,0.3969209853,-4.845163103,-1.381906389,5.053990209,1
13.67963083,2.313350886,-6.040409997,0.8478451002,6.523571611,1
13.68956783,4.008489109,-7.368820794,2.530422335,8.761880051,1
13.69950483,4.422848538,-8.134579173,1.864335594,9.445036512,1
13.70944183,4.359704456,-8.66968419,0.3097837311,9.709089187,1
13.71937883,4.363451644,-9.365380061,-0.9393926167,10.37460902,1
13.72931483,4.197761725,-9.839329634,-1.286959301,10.77450117,1
13.73925183,3.877973993,-10.13412987,-0.7753992677,10.87844266,1
13.74918883,3.452293185,-10.24656248,-0.2630025341,10.81570807,1
13.75912583,2.990795842,-10.34498632,-0.4484907595,10.77797503,1
13.76906283,2.617966555,-10.04265837,-1.367466105,10.46798451,1
13.77899883,2.565331089,-9.50077117,-2.138338459,10.07065379,1
13.78893583,2.708840765,-9.401364995,-2.504449003,10.09929437,1
13.79887283,2.711503002,-9.924528244,-2.420062571,10.56906866,1
13.80880983,2.519812562,-10.2832865,-2.318333298,10.83836269,1
13.81874683,2.216535174,-10.42693505,-2.242702487,10.89328771,1
13.82868283,1.998897568,-10.36913181,-1.918649211,10.73292601,1
13.83861983,1.982786735,-10.12530292,-1.209645077,10.38828396,1
13.84855683,1.954194727,-9.955845931,-0.2154886079,10.14811217,1
13.85849383,1.778574482,-9.978809116,1.229265994,10.21034052,1
13.86843083,1.512027695,-9.734540513,2.542046599,10.17396224,1
13.87836683,1.425334975,-9.383124021,2.934906986,9.93419726,1
13.88830383,1.556494747,-9.544544011,2.968341365,10.11593034,1
13.89824083,1.795235685,-9.685081254,2.399235374,10.13804717,1
13.90817783,1.999716178,-9.730448046,1.432297693,10.03653131,1
13.91811483,2.000529087,-9.187285566,0.8757386577,9.443264843,1
13.92805083,1.515725036,-7.923634436,0.3715578834,8.075856631,1
13.93798783,0.6767600287,-6.076577364,-1.974005971,6.424912153,1
13.94792483,0.2081555416,-3.864871552,-9.490126898,10.24905212,1
13.95786183,-0.5963186404,0.7650801015,-12.39978795,12.43767199,1
13.96779883,-1.941871136,10.14311003,-4.785686395,11.38228179,1
13.97773483,-3.140644484,26.0661787,0.2043145788,26.25549588,1
13.98767183,-2.69545795,36.9663827,0.1533291972,37.0648412,1
13.99760883,-0.1520115271,27.52010758,4.703763396,27.91961351,1
14.00754583,1.010495051,18.6450376,4.187584062,19.1362062,1
14.01748283,2.439520058,22.94730193,-2.715124183,23.23578756,1
14.02741883,1.625509287,28.58333253,-5.852545974,29.22159259,1
14.03735583,-3.122083668,24.1954252,-2.101393265,24.48636071,1
14.04729283,-7.81422426,16.36373706,1.438465337,18.19074418,1
14.05722983,-8.785518116,11.5404519,1.781747181,14.61307571,1
14.06716562,-7.861463331,9.10428551,0.9813137177,12.0687032,1
14.07710262,-7.46385676,7.354227313,0.3630372842,10.48454163,1
14.08703962,-7.636713318,6.523413398,-1.936960351,10.22869142,1
14.09697662,-5.864194213,5.812117156,-4.840741439,9.570906816,1
14.10691362,-2.966190467,3.465053564,-4.805358768,6.625432436,1
14.11684962,-1.089463307,1.401336687,-3.535596128,3.956148984,1
14.12678662,0.8722621956,-0.2852751267,-1.728666742,1.95716937,1
14.13672362,2.673028908,-2.107857508,0.07757033229,3.405020407,1
14.14666063,3.796531927,-3.317086848,0.3019630802,5.050534777,1
14.15659762,3.760491151,-4.697771169,-0.3549961567,6.027965654,1
14.16653362,3.026327618,-5.83513589,0.002904892168,6.573239547,1
14.17647062,2.454741822,-7.104585704,0.7881578922,7.557915605,1
14.18640762,2.254226326,-8.360511492,1.528946321,8.793029375,1
14.19634462,2.556726619,-9.11114137,1.953842432,9.662672939,1
14.20628162,2.962676582,-9.945567695,2.295848415,10.62839072,1
14.21621762,3.649727345,-10.79771167,2.448159027,11.65781153,1
14.22615462,4.572916158,-11.18363492,2.154845148,12.27308477,1
14.23609163,5.178428083,-11.27317567,1.51517262,12.49785402,1
14.24602862,5.134573966,-11.63957741,1.089565487,12.76835013,1
14.25596562,4.365251709,-11.58808449,0.2800687659,12.38618436,1
14.26590162,3.009756316,-10.92328998,-0.9946172297,11.37392459,1
14.27583862,2.219991609,-10.36812258,-1.78758855,10.75275785,1
14.28577562,2.250227415,-10.492411,-2.063105843,10.92751654,1
14.29571262,2.10404103,-10.3281171,-2.056979131,10.73909469,1
14.30564862,1.449420387,-10.18115552,-1.842506769,10.44756328,1
14.31558562,0.5743681198,-10.14261652,-1.330573683,10.24563297,1
14.32552263,-0.2046619034,-10.22660242,-0.682671783,10.25140597,1
14.33545962,-0.6502710454,-10.31917086,-0.2040221814,10.34165194,1
14.34539662,-0.8760593775,-10.26220729,-0.04214789987,10.29961916,1
14.35533262,-0.9028979512,-10.26117584,-0.2393802579,10.30360409,1
14.36526962,-0.6802144906,-10.32366152,-0.7045859778,10.37001063,1
14.37520662,-0.00218152307,-10.27858885,-1.285991002,10.35872416,1
14.38514362,0.5919361523,-9.763177836,-2.153592675,10.01538772,1
14.39508062,0.6243952889,-8.2225441,-4.94324079,9.614350236,1
14.40501662,0.424162359,-5.773577573,-4.984411036,7.639271239,1
14.41495363,0.0286125458,-1.9035517,0.8496122749,2.084746692,1
14.42489062,-1.036871549,6.443054529,1.189473352,6.633468258,1
14.43482762,-0.4649361632,24.00400841,5.02069067,24.52786008,1
14.44476462,2.16554146,43.03701812,8.646563129,43.95039878,1
14.45470062,4.519448048,38.73004795,-4.882764208,39.29737156,1
14.46463762,4.659430976,24.77496847,-12.19273102,28.00307214,1
14.47457462,2.465803293,27.19425395,-1.624607939,27.35410361,1
14.48451162,-3.097014023,29.10735298,3.281777852,29.45504302,1
14.49444862,-4.746854744,20.7091211,1.003438339,21.26986636,1
14.50438463,-5.425037327,14.39705414,-0.9545205331,15.41484049,1
14.51432162,-6.031155608,9.713200514,-1.344519438,11.51211687,1
14.52425862,-5.773633706,6.678542953,-2.013902693,9.055030989,1
14.53419562,-4.949700794,5.910010071,-1.728895369,7.900432658,1
14.54413162,-3.661228818,6.612573497,-1.152752765,7.645885406,1
14.55406862,-1.899613454,5.625859948,-1.954277465,6.251242424,1
14.56400562,-0.09471129879,3.182812557,-2.396668446,3.985384002,1
14.57394262,1.308762984,0.8934796947,-1.922731737,2.491598652,1
14.58387962,2.085812482,-1.300044785,-1.103168449,2.694013879,1
14.59381563,2.575324858,-3.34112709,0.1441864542,4.220926213,1
14.60375263,2.703532078,-4.923381892,0.9547380495,5.697394114,1
14.61368962,2.364859739,-6.365373684,0.7645865965,6.833383963,1
14.62362662,1.932157156,-7.834051584,1.106845179,8.144366258,1
14.63356362,1.596068117,-8.678053309,1.382286458,8.931223798,1
14.64349962,1.317241593,-9.160017076,1.15474323,9.32601041,1
14.65343662,1.144315891,-9.389020938,0.8225243175,9.494193978,1
14.66337362,1.063736874,-10.19110982,0.8131371975,10.278689,1
14.67331062,1.316348869,-10.97011097,0.807455458,11.07827123,1
14.68324762,1.724541678,-11.53463158,0.3460200959,11.66796896,1
14.69318363,2.187171919,-11.97825983,-0.4134004855,12.18332178,1
14.70312062,2.496823064,-12.24645524,-1.132138479,12.5495629,1
14.71305762,2.378217265,-12.05588045,-1.510379072,12.38068721,1
14.72299462,1.613867042,-10.93407108,-2.118193631,11.25367591,1
14.73293062,1.394310526,-9.847534447,-1.808409315,10.10882687,1
14.74286762,1.803683157,-9.579733139,-1.18627668,9.819970077,1
14.75280462,2.165964067,-9.494214687,-0.9221363139,9.781709883,1
14.76274162,2.432181803,-9.341994706,-0.4395328617,9.663413608,1
14.77267862,2.461088683,-8.969246403,0.1547734594,9.302058555,1
14.78261463,2.169334256,-8.485961165,0.5266166139,8.774672249,1
14.79255162,1.719670801,-8.059164709,0.5905383754,8.261727364,1
14.80248862,1.396322407,-7.83906908,0.5392313969,7.980694882,1
14.81242562,1.335638833,-7.922675493,0.6215625322,8.058477402,1
14.82236262,1.618932339,-8.37814611,0.6717421675,8.55952754,1
14.83229862,2.007614889,-9.016628146,0.9863095788,9.289935804,1
14.84223562,2.083153314,-9.918782769,0.9295331148,10.17771149,1
14.85217262,1.883989986,-9.605462058,-1.955518098,9.981902155,1
14.86210962,1.126890749,-8.215039784,-9.136275626,12.33808307,1
14.87204662,-0.3488881187,-4.935543516,-11.15553671,12.20357783,1
14.88198262,-2.133792541,2.31568217,-9.04985261,9.582029366,1
14.89191962,-3.645748315,16.92048321,-0.2931618512,17.31127311,1
14.90185662,-4.547091053,34.3197107,17.47602015,38.78053455,1
14.91179362,-4.277549906,36.09182167,12.38662937,38.39720839,1
14.92172962,-3.244129677,19.83666039,-5.797514319,20.91957564,1
14.93166662,-1.326117227,18.36415958,-9.389471759,20.667925,1
14.94160362,-1.495339741,33.18071051,-5.478856269,33.66323599,1
14.95154062,-2.126358975,34.77716177,-1.121467896,34.86015022,1
14.96147762,-2.133832009,24.75997621,1.676838777,24.90826066,1
14.97141362,-2.775316005,15.61956192,0.4901264799,15.87177739,1
14.98135062,-2.739457663,10.97044193,-1.280549583,11.37958838,1
14.99128762,-1.44743058,10.286658,-2.587797554,10.70546983,1
15.00122462,-0.5960914761,12.10848668,-3.117565817,12.51758728,1
15.01116162,-0.3136576577,11.69598783,-2.77451786,12.02466057,1
15.02109762,-0.6917865689,8.481955238,-3.809431762,9.323835244,1
15.03103462,-0.6219369002,4.447526127,-4.748447233,6.535674814,1
15.04097162,-0.1381191275,0.8373610425,-4.040587399,4.128752467,1
15.05090862,0.3876256666,-1.981787446,-2.753214115,3.414370088,1
15.06084612,1.353645919,-4.716727257,-1.43311455,5.112112147,1
15.07078212,1.979023759,-6.948416514,0.3414715469,7.232816181,1
15.08071912,1.824201475,-7.623423182,0.9639018059,7.897683124,1
15.09065612,1.538746108,-8.509618415,0.7799910861,8.682726027,1
15.10059312,1.099119983,-9.500514477,1.068458135,9.623380012,1
15.11052912,1.187401245,-9.910404879,1.322308643,10.06849277,1
15.12046612,2.230828546,-10.19316804,0.3767010943,10.44122476,1
15.13040312,4.160916665,-10.08272115,-1.136194693,10.9665597,1
15.14034012,6.2132151,-9.304336883,-2.571115447,11.47978054,1
15.15027712,6.715474552,-8.027615472,-2.126053458,10.67990224,1
15.16021312,5.330290214,-7.362950774,-1.84614666,9.275413487,1
15.17015012,4.529457897,-9.118735734,-1.836654875,10.34604424,1
15.18008712,4.245952138,-10.81810442,-2.067403547,11.80396756,1
15.19002412,3.815287748,-11.24991428,-2.163965051,12.07475617,1
15.19996112,3.37701847,-11.21948069,-1.384906011,11.79826111,1
15.20989712,2.819419506,-11.02590277,-0.02050735474,11.38068885,1
15.21983412,2.060267751,-10.86377585,1.238827361,11.12659077,1
15.22977112,1.255436377,-10.7843157,2.179546126,11.07375306,1
15.23970812,0.3631746572,-10.67142818,2.308152126,10.92423185,1
15.24964513,-0.1613303809,-10.41643812,1.51676774,10.52752559,1
15.25958112,0.09364476666,-10.01439995,0.9367409045,10.05855155,1
15.26951812,0.4919322462,-9.792995127,0.4413291264,9.815269854,1
15.27945512,1.105378112,-9.28754485,0.2597836053,9.356700146,1
15.28939212,1.843516583,-8.539835072,-0.06514850736,8.736794651,1
15.29932812,2.44441754,-7.967551119,-0.4240962124,8.344873009,1
15.30926512,2.972222162,-7.581629623,-0.4087379158,8.153666599,1
15.31920212,3.409157106,-7.222724603,-0.1069572687,7.987586789,1
15.32913912,3.642772374,-6.877848807,-0.1154111366,7.783823901,1
15.33907613,3.459589048,-6.628185562,-0.06970579069,7.477062199,1
15.34901212,2.644881289,-6.646780878,0.8875219667,7.208521923,1
15.35894912,1.81041111,-6.886310897,1.043805177,7.196415456,1
15.36888612,1.149532265,-6.298490308,-2.897716355,7.027742501,1
15.37882312,-0.6004969876,-4.968249332,-6.936623265,8.553411037,1
15.38876012,-3.337973979,-2.459665178,-1.333201275,4.355393061,1
15.39869612,-4.304539484,5.626806028,-2.437297093,7.492023983,1
15.40863312,-5.40001943,18.10101032,0.7471421595,18.90410024,1
15.41857012,-8.270770181,35.06671589,2.273859376,36.10056286,1
15.42850713,-8.380759231,43.74774952,-5.036443069,44.82709529,1
15.43844413,-1.41886927,21.12875705,-7.478820369,22.45819046,1
15.44838012,-0.4029239561,8.834141808,1.358786644,8.947106255,1
15.45831712,-2.876412902,19.80728632,3.847526371,20.38150636,1
15.46825412,-2.955585372,31.89535452,-0.27635096,32.03319364,1
15.47819112,-1.99559009,26.87098478,-0.6948993342,26.95394383,1
15.48812712,-1.523494669,16.57056009,-1.176480839,16.68198444,1
15.49806412,-0.9794847087,11.92388189,-1.860078967,12.10777616,1
15.50800112,0.5352120209,10.87279927,-1.780894657,11.03067549,1
15.51793812,3.036271977,11.35433619,-1.361711276,11.83191259,1
15.52787513,5.274370952,11.09424385,-0.975326242,12.32284451,1
15.53781112,6.385132011,8.729355025,-1.281563491,10.89100339,1
15.54774812,6.526858578,5.582252584,-1.989639087,8.815899869,1
15.55768512,5.560223783,2.975728152,-2.697941555,6.859295532,1
15.56762212,4.3657955,0.9631252956,-1.656682255,4.767848234,1
15.57755912,3.504070864,-0.6305415165,-0.2892816754,3.572083302,1
15.58749512,2.812407818,-2.799874311,0.08100736219,3.969319348,1
15.59743212,1.864582931,-5.234782963,-0.03656030059,5.557063868,1
15.60736912,0.7410158855,-7.556654996,0.1332188684,7.594069168,1
15.61730613,-0.494567294,-8.607330067,0.161666742,8.623042608,1
15.62724212,-1.669813347,-9.229945682,-0.2418127728,9.382891203,1
15.63717912,-2.758045669,-10.69981992,-0.5869756669,11.06514811,1
15.64711612,-3.183693733,-12.31105294,-0.9966637552,12.75504876,1
15.65705312,-3.067088558,-13.68829208,-1.791184003,14.14159512,1
15.66699012,-2.53786701,-14.69509842,-2.519243628,15.12393054,1
15.67692612,-1.915711131,-14.66668797,-1.982997234,14.92360422,1
15.68686312,-1.078229344,-13.99952768,0.05871891359,14.04111112,1
15.69680012,-0.2167764571,-13.3484484,0.9878742206,13.38670841,1
15.70673713,1.080304228,-12.5927905,0.9828847915,12.67720365,1
15.71667412,2.138183946,-11.36091665,0.9456549847,11.59898793,1
15.72661012,2.42902109,-9.86850607,0.7469712746,10.19046229,1
15.73654712,2.205396813,-8.690980918,0.1711801436,8.968067075,1
15.74648412,1.978991161,-7.900501682,0.1622169467,8.146204464,1
15.75642112,1.701638427,-7.208508852,0.04376288256,7.406759642,1
15.76635712,1.351835913,-6.649182914,-0.5741825438,6.809462486,1
15.77629412,1.37685878,-6.49825049,-0.8949216181,6.702528198,1
15.78623112,1.837593646,-6.857384722,-1.069841659,7.179487224,1
15.79616813,2.466977998,-7.251848999,-1.261991106,7.763241327,1
15.80610512,3.199987584,-7.314485543,-1.344844397,8.09630939,1
15.81604112,3.801384823,-7.378324274,-1.043090647,8.365299383,1
15.82597812,3.910730387,-7.782020136,-0.9778836679,8.764126084,1
15.83591512,3.344018246,-8.633368887,-1.48291587,9.376382877,1
15.84585212,2.411014882,-9.660907695,-1.504480401,10.07023294,1
15.85578912,1.560392647,-10.28147854,-1.665173582,10.53168691,1
15.86572512,0.6748309591,-10.05231797,-3.353879868,10.61852172,1
15.87566212,-0.6603836587,-8.220520964,-2.581855613,8.641704108,1
15.88559913,-2.237307261,-5.701159807,3.466829363,7.037589982,1
15.89553612,-3.101622214,-0.8413435811,3.203083684,4.537363162,1
15.90547312,-2.963858305,10.80838401,4.0001387,11.89986262,1
15.91540912,-4.700193378,32.664385,3.248858027,33.16035198,1
15.92534612,-7.762917282,57.7408055,-6.830291648,58.65932482,1
15.93528312,-5.206159673,33.67016924,-11.30345138,35.89641219,1
15.94522012,-3.815603498,11.10283108,-4.306641558,12.50515292,1
15.95515712,-6.646294974,24.12858918,-3.919613185,25.33229994,1
15.96509312,-5.055671053,31.78508071,-2.561667516,32.28642603,1
15.97503013,-2.116643973,23.14437415,-1.83849324,23.31356459,1
15.98496712,-1.48071527,14.3104826,-5.91874815,15.55679947,1
15.99490412,-0.703552921,10.8026818,-7.434863341,13.13278774,1
16.00484112,0.8294740257,9.9261526,-6.176094636,11.72009716,1
16.01477712,3.066144817,10.28939216,-5.335516455,11.98918558,1
16.02471412,4.488118667,9.765900884,-4.685482661,11.72475062,1
16.03465112,4.573903168,6.972653807,-3.768612349,9.151007067,1
16.04458812,4.062010428,3.572990826,-2.706119471,6.048906905,1
16.05452512,3.131866352,0.6134296399,-0.7738322139,3.2838543,1
16.06446108,1.546280246,-1.850132707,1.213510087,2.69936666,1
16.07439808,-0.1179104193,-3.784380535,2.960074571,4.805983809,1
16.08433508,-1.186493904,-5.360105166,3.815637996,6.685625513,1
16.09427208,-1.394571312,-6.854416675,4.022715969,8.069083025,1
16.10420908,-1.251793854,-8.928450379,4.160495081,9.929447787,1
16.11414508,-0.9294446026,-10.40277669,4.668169055,11.43999268,1
16.12408208,-0.55894163,-11.67739603,4.79583073,12.63621724,1
16.13401908,-0.2213552655,-13.49717818,3.934221284,14.0606157,1
16.14395608,0.4223946726,-14.9585915,2.889926695,15.24104829,1
16.15389308,1.226517802,-16.54073462,1.497912809,16.65364796,1
16.16383008,1.78634587,-18.06802033,0.2736631777,18.15817396,1
16.17376608,0.9769943064,-17.74717893,0.2363380247,17.77562188,1
16.18370308,-0.4607649788,-13.69150337,-0.3747667623,13.70437956,1
16.19364008,0.03876850158,-9.937190974,-1.206182941,10.01020203,1
16.20357708,1.087765275,-7.826141471,-2.780829345,8.376439307,1
16.21351408,1.919640606,-6.4807679,-5.043890083,8.433635029,1
16.22345008,2.088957845,-5.497154546,-7.170528848,9.273561179,1
16.23338708,0.5195832905,-3.677210428,-7.15660078,8.062802122,1
16.24332408,-1.104740473,-2.493096634,-5.522757749,6.159288554,1
16.25326108,0.2075635841,-3.033712066,-3.558672749,4.680880609,1
16.26319808,1.875216385,-3.594147806,-2.787558321,4.919839056,1
16.27313508,3.437039846,-5.008270015,-3.051598699,6.797666222,1
16.28307108,4.782184205,-7.006501585,-2.619790009,8.878268408,1
16.29300808,5.76114113,-8.660742043,-1.60520103,10.52501165,1
16.30294508,5.931759959,-9.44944665,0.6210397911,11.17423414,1
16.31288208,4.505737497,-9.851356187,4.183875757,11.61273893,1
16.32281908,2.202625086,-10.62471127,6.187501384,12.49084545,1
16.33275608,1.20521318,-10.88317925,7.260853711,13.13834563,1
16.34269308,0.674751437,-10.9219767,3.943260494,11.63160211,1
16.35262908,0.5934470728,-9.911251556,-2.264935355,10.1840571,1
16.36256608,0.7231341498,-6.177923645,-6.419281504,8.938503151,1
16.37250308,0.2377092699,2.360570076,-9.540136964,9.830717679,1
16.38244008,-2.27407543,17.5784201,1.60839361,17.79773025,1
16.39237708,-6.35196251,44.00508782,8.175255328,45.20652588,1
16.40231408,-5.887046885,47.77180801,6.160327034,48.52579305,1
16.41225108,1.169458406,20.64822118,-3.547349031,20.9833352,1
16.42218708,2.938298371,23.49658703,-4.683632601,24.13834323,1
16.43212408,1.023929395,28.05768889,-2.114237405,28.15585795,1
16.44206108,0.1835873687,21.75861211,1.324856275,21.79968232,1
16.45199808,0.03758904509,14.92789946,0.1396057089,14.92859957,1
16.46193508,-0.7099212697,9.503086082,-3.531545177,10.16289548,1
16.47187208,-1.632177013,8.078031335,-4.585154965,9.430919261,1
16.48180908,-2.19345519,8.972603874,-3.019420302,9.71780659,1
16.49174608,-2.346640838,8.301728264,-2.585427092,9.006100635,1
16.50168208,-1.675392468,6.674113103,-2.194771106,7.222724267,1
16.51161908,-0.2290205267,4.255141037,-0.8879651856,4.352833309,1
16.52155608,0.6597797144,1.757023984,0.2694712722,1.896063638,1
16.53149308,0.6451716886,-0.7139415228,1.061991772,1.433103461,1
16.54143008,0.1962229094,-3.21390922,1.661551816,3.623323107,1
16.55136708,-0.4453113726,-5.442195981,1.811331169,5.752974876,1
16.56130408,-0.9763309398,-7.307403395,2.403132543,7.754122291,1
16.57124108,-1.342827546,-8.871838807,3.070026199,9.483552631,1
16.58117708,-1.366784028,-10.47516756,3.164631225,11.02778875,1
16.59111408,-1.019384866,-12.04224942,2.837260239,12.41390198,1
16.60105108,-0.4424634862,-13.42486098,1.965774845,13.57523249,1
16.61098808,-0.04089981169,-14.55239127,1.403004897,14.61992432,1
16.62092508,-0.1655545557,-15.01945282,1.28941981,15.07560861,1
16.63086208,-0.4285313255,-14.87874075,0.2496696764,14.88700441,1
16.64079908,-0.6815939949,-13.83455667,-2.011465573,13.9966254,1
16.65073608,-1.041006407,-11.58624846,-3.451664025,12.13420093,1
16.66067308,-1.693962056,-9.866059595,-3.434051626,10.58306902,1
16.67060908,-1.85875852,-8.849807083,-3.21371977,9.596981994,1
16.68054608,-0.963100445,-7.84787908,-3.6652365,8.714971435,1
16.69048308,0.7456071192,-6.889075461,-4.592525965,8.313037076,1
16.70042008,2.236486312,-5.326923972,-4.961949542,7.615703072,1
16.71035708,3.30379525,-3.304234083,-4.737613512,6.654172204,1
16.72029408,4.519875772,-1.933483012,-3.996024599,6.335285799,1
16.73023108,5.70308471,-1.074766769,-2.955410832,6.512660901,1
16.74016808,6.600781417,-2.104285444,-1.15909122,7.024373638,1
16.75010508,6.942889141,-5.001657983,0.7489710224,8.589601259,1
16.76004208,6.714169453,-7.306332185,0.6452285528,9.943786066,1
16.76997908,5.915844423,-8.850059098,0.2578353862,10.64834449,1
16.77991508,4.598329911,-10.22461788,1.55769825,11.31873988,1
16.78985208,3.142416191,-12.20873836,3.07085358,12.97529243,1
16.79978908,1.43224653,-14.46276983,2.433494503,14.73583851,1
16.80972608,-0.4642043476,-14.77446384,2.214200381,14.94667023,1
16.81966308,-2.156370248,-12.34672563,-0.19362543,12.53511298,1
16.82960008,-4.003631242,-7.574092562,0.2577407344,8.571019283,1
16.83953708,-6.587048646,4.29625398,5.7136173,9.720721721,1
16.84947408,-8.380890208,26.05244242,7.895844959,28.48356446,1
16.85941108,-11.78509355,54.86308662,-0.1873469822,56.11489823,1
16.86934808,-11.39195601,58.05429111,-15.31089209,61.11056205,1
16.87928508,-0.07465483747,38.43202239,-10.03740056,39.72122012,1
16.88922208,3.153644014,25.3364532,-3.874353397,25.82425111,1
16.89915908,-0.891654194,18.12572182,-0.8402250087,18.16708058,1
16.90909608,-4.777243893,16.0860984,2.568039812,16.975849,1
16.91903308,-6.874443973,12.00017286,1.040664126,13.86885397,1
16.92896908,-5.631048768,6.695182959,-1.390550913,8.858206191,1
16.93890608,-2.950756741,5.072440867,-2.515327163,6.384629389,1
16.94884308,-0.4783884137,6.296944889,-2.800341504,6.908131654,1
16.95878008,1.382589198,5.201477222,-3.320769424,6.32411478,1
16.96871708,2.641322089,2.659451673,-2.530649207,4.522549169,1
16.97865408,3.122500282,0.8218203127,-0.4339674819,3.257871147,1
16.98859108,2.974094148,-0.8111006123,1.117570142,3.279036936,1
16.99852808,2.930884101,-2.771560339,1.584819975,4.333968468,1
17.00846508,2.21709753,-5.07722389,1.674205191,5.787632237,1
17.01840208,1.152529036,-6.516551106,1.317184728,6.747498581,1
17.02833908,0.3364660379,-7.535522574,1.087873303,7.621074608,1
17.03827608,-0.5032967484,-8.657600334,0.878272841,8.716576985,1
17.04821308,-1.262289898,-9.798398539,0.6872583389,9.903247636,1
17.05815008,-1.931931746,-11.16609795,0.8343333542,11.36266764,1
17.06808662,-2.338682924,-12.40583397,1.145993457,12.67625557,1
17.07802362,-2.477491,-13.25762711,1.328307302,13.55238128,1
17.08796062,-2.322938711,-14.05668538,1.037470304,14.28505487,1
17.09789763,-1.929174491,-14.79592079,0.398892374,14.92648992,1
17.10783462,-1.40346098,-14.77109819,-0.2823374856,14.84030858,1
17.11777162,-0.5636251035,-12.31470862,0.2974782658,12.33118871,1
17.12770862,0.5678998567,-10.24576492,1.303634391,10.34396788,1
17.13764562,1.519569141,-9.373890098,1.14012753,9.564454858,1
17.14758262,2.284634479,-8.410357252,0.655310322,8.739742297,1
17.15751962,3.014107522,-7.595847128,-0.1101721044,8.172752024,1
17.16745662,3.73605973,-6.997204512,-1.324084443,8.041903562,1
17.17739362,4.167970746,-6.410656861,-2.531217556,8.054536849,1
17.18733062,4.183403887,-5.689857139,-2.97187893,7.662075875,1
17.19726762,3.893280834,-5.066377305,-2.283665156,6.785347537,1
17.20720462,3.742341686,-4.806246375,-0.9178773482,6.160164311,1
17.21714162,3.930206293,-5.10039699,0.4332367261,6.453546701,1
17.22707863,3.708378719,-6.286111168,-0.05339194939,7.298638026,1
17.23701462,3.007193774,-7.82995444,-1.091896187,8.458347251,1
17.24695162,2.137533005,-9.617062933,-1.325911259,9.940572794,1
17.25688862,1.079558416,-11.41025545,-2.730057971,11.78187559,1
17.26682562,-0.28410424,-12.29281547,-4.273443407,13.01753994,1
17.27676262,-2.591858445,-10.66537748,-3.695180676,11.58112116,1
17.28669962,-5.449373438,-7.944472743,4.212144706,10.51439399,1
17.29663662,-5.706897095,-3.694605895,7.465593967,10.09722142,1
17.30657362,-3.933194513,4.626264399,3.037949836,6.789807109,1
17.31651062,-3.723579433,22.30873219,0.3231478348,22.6196596,1
17.32644862,-2.002136779,42.65940494,-4.291420964,42.92143608,1
17.33638562,-1.059840289,46.27569732,-9.856488873,47.32561459,1
17.34632263,-0.2156333265,19.95724869,-1.580532796,20.020898,1
17.35625962,-0.5169045348,7.468348591,1.350295172,7.607017682,1
17.36619662,-1.853793503,14.59901697,-0.906058225,14.74411029,1
17.37613362,-1.046796905,23.14065298,-1.459913947,23.21027688,1
17.38607062,-0.3405487101,24.1868906,-1.541152968,24.23833334,1
17.39600762,-1.207533136,20.45543614,1.360369047,20.53615368,1
17.40594462,-1.22102025,15.80294815,2.725326697,16.08264488,1
17.41588162,-0.5765040711,13.28479912,1.431155001,13.3740962,1
17.42581862,-0.2617820375,12.57829408,0.6210913928,12.59633941,1
17.43575562,-0.1200629164,11.40412523,0.6729363151,11.42459324,1
17.44569262,-0.005731002241,8.744568896,-0.4150131476,8.754413397,1
17.45562962,-0.1377693909,5.465473747,-1.840808737,5.768791944,1
17.46556663,-0.7259644946,2.612174011,-3.268122264,4.246304351,1
17.47550362,-1.727608981,-0.3974106896,-3.950541447,4.330051475,1
17.48544062,-2.884481767,-2.889909153,-3.302694511,5.251628416,1
