"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.322913356E2,1.511481711E0,-9.510452989E0,1.212491502E0,9.705845077E0
1.323012726E2,2.175570604E0,-9.801992823E0,1.550195103E0,1.015949190E1
1.323112096E2,2.583089960E0,-9.877776246E0,2.094300739E0,1.042251951E1
1.323211466E2,2.836181427E0,-1.002101666E1,2.694754822E0,1.075762072E1
1.323310836E2,2.917643959E0,-1.022244856E1,3.151094921E0,1.108785372E1
1.323410206E2,2.754737607E0,-1.048562121E1,3.233395650E0,1.131334075E1
1.323509566E2,2.407425861E0,-1.072130961E1,2.916881189E0,1.136883349E1
1.323608936E2,2.070740260E0,-1.085765031E1,2.426186360E0,1.131648866E1
1.323708306E2,1.792759827E0,-1.085546813E1,1.848841642E0,1.115676438E1
1.323807676E2,1.590314603E0,-1.058956482E1,1.273317747E0,1.078375268E1
1.323907046E2,1.467006181E0,-1.005378679E1,1.035890459E0,1.021292343E1
1.324006406E2,1.421321593E0,-9.565068907E0,1.043849689E0,9.726269606E0
1.324105776E2,1.441955540E0,-9.069240223E0,1.029425778E0,9.240674836E0
1.324205146E2,1.326472446E0,-8.715845034E0,1.099423966E0,8.884493056E0
1.324304516E2,9.041967639E-1,-7.937885855E0,3.879650609E-1,7.998632416E0
1.324403886E2,-4.540655315E-3,-6.121962283E0,-1.235759912E0,6.245441967E0
1.324503246E2,-1.058607696E0,-7.124282634E-1,-4.211113257E0,4.400190809E0
1.324602616E2,-5.124326136E0,1.245693395E1,-5.288794863E0,1.447084217E1
1.324701986E2,-1.556042318E1,3.674042056E1,8.756731689E-1,3.990929811E1
1.324801356E2,-2.003222403E1,5.259647195E1,1.832123283E0,5.631194844E1
1.324900726E2,-1.133261496E1,3.190706064E1,-3.026256866E0,3.399480712E1
1.325000096E2,-1.537194111E0,1.495317113E1,-4.372066054E0,1.565487956E1
1.325099456E2,2.452605835E0,1.681058596E1,-4.897764655E0,1.768047438E1
1.325198826E2,3.372564061E0,1.770312483E1,-4.441471335E0,1.856075119E1
1.325298196E2,2.158867156E0,1.670302292E1,-1.997766132E0,1.696003395E1
1.325397566E2,-2.008736970E0,1.443227777E1,-5.974755120E-1,1.458364299E1
1.325496936E2,-5.036693915E0,1.273606132E1,-1.888769939E0,1.382544738E1
1.325596306E2,-6.405332386E0,1.257620312E1,-2.728418412E0,1.437474991E1
1.325695666E2,-6.741834385E0,1.181748713E1,-3.613716683E0,1.407708355E1
1.325795036E2,-6.722580088E0,9.326456316E0,-3.730682631E0,1.208692944E1
1.325894406E2,-6.824734454E0,6.187318951E0,-3.052206225E0,9.704425743E0
1.325993776E2,-7.335177085E0,3.027784159E0,-1.998635028E0,8.183327059E0
1.326093146E2,-8.044787575E0,7.688913167E-2,-5.798900110E-1,8.066026995E0
1.326192506E2,-8.432930428E0,-2.670037472E0,7.853430426E-1,8.880325411E0
1.326291876E2,-7.904029307E0,-4.658698320E0,9.939915776E-1,9.228497634E0
1.326391246E2,-6.317397280E0,-5.519631243E0,5.885702391E-1,8.409652334E0
1.326490616E2,-4.079534533E0,-5.514198595E0,3.896403613E-1,6.870284402E0
1.326589986E2,-2.218686949E0,-5.533946396E0,-3.553528368E-2,5.962247668E0
1.326689356E2,-7.571258417E-1,-6.112118495E0,-6.699347931E-1,6.195163006E0
1.326788716E2,3.203886800E-1,-7.265557796E0,-8.806105578E-1,7.325739140E0
1.326888086E2,8.561709505E-1,-8.818429170E0,-6.440672958E-1,8.883273293E0
1.326987456E2,1.072989215E0,-1.033762935E1,-2.106404621E-2,1.039318672E1
1.327086826E2,8.166620453E-1,-1.192163189E1,4.859983456E-1,1.195944974E1
1.327186196E2,3.390712649E-1,-1.263737552E1,-1.858549190E-1,1.264328958E1
1.327285556E2,8.886475557E-1,-1.045017188E1,-1.603740395E0,1.060979595E1
1.327384926E2,3.171645837E0,-8.497555609E0,-3.671117045E0,9.784931732E0
1.327484296E2,5.274388493E0,-7.742974184E0,-5.794869039E0,1.101604876E1
1.327583666E2,6.098126108E0,-7.159950650E0,-3.623431832E0,1.007875456E1
1.327683036E2,5.756429443E0,-8.024060950E0,-4.854621559E-1,9.887249747E0
1.327782406E2,5.122639214E0,-9.373679599E0,9.764195251E-1,1.072663493E1
1.327881766E2,4.769759457E0,-1.037133738E1,2.198382931E0,1.162532287E1
1.327981136E2,4.648218940E0,-1.096126531E1,3.692048907E0,1.246541221E1
1.328080506E2,4.492955484E0,-1.150365537E1,5.446937488E0,1.349777255E1
1.328179876E2,4.188197435E0,-1.200464481E1,6.492530744E0,1.427604463E1
1.328279246E2,3.764172266E0,-1.195964230E1,6.026462048E0,1.391115673E1
1.328378606E2,3.278731745E0,-1.135146053E1,4.749038386E0,1.273417071E1
1.328477976E2,2.877072760E0,-1.052500455E1,3.720654656E0,1.152807614E1
1.328577346E2,2.353741989E0,-9.854006145E0,3.280351131E0,1.064904888E1
1.328676716E2,1.675871940E0,-9.294538704E0,2.877962122E0,9.873178944E0
1.328776086E2,1.355315883E0,-8.947153868E0,1.762732621E0,9.219309615E0
1.328875456E2,1.351441811E0,-8.703513840E0,6.070281082E-1,8.828704960E0
1.328974816E2,9.504719210E-1,-8.810196875E0,1.966336580E-1,8.863499909E0
1.329074186E2,1.976651251E-1,-8.002204058E0,-2.513988735E0,8.390141873E0
1.329173556E2,8.717160657E-1,-3.392682576E0,-1.242299438E1,1.290739994E1
1.329272926E2,2.466300891E0,5.619097059E0,-2.177341492E1,2.262163763E1
1.329372296E2,1.859000302E0,1.556609615E1,-1.061387521E1,1.893181392E1
1.329471666E2,2.061810100E-1,2.919848300E1,8.127811021E-1,2.921052094E1
1.329571026E2,-2.334231585E0,4.619264814E1,5.055198598E0,4.652702884E1
1.329670396E2,-2.176824832E0,3.389537592E1,7.604177656E0,3.480601375E1
1.329769766E2,-4.547303891E0,1.284572000E1,7.004953827E0,1.532187564E1
1.329869136E2,-1.148620962E1,1.134468010E1,8.622575512E0,1.830255683E1
1.329968506E2,-1.873478534E1,1.701133841E1,9.406222277E0,2.699731161E1
1.330067876E2,-2.141280076E1,2.167464375E1,1.470157830E0,3.050343558E1
1.330167236E2,-1.608675679E1,1.960187597E1,-4.449641064E0,2.574522463E1
1.330266595E2,-7.330727938E0,1.310373073E1,-6.619491338E0,1.640929605E1
1.330365965E2,-4.383716632E0,1.288143947E1,-7.052901580E0,1.532618266E1
1.330465335E2,-4.569540560E0,1.457030714E1,-5.659499565E0,1.628510014E1
1.330564705E2,-4.398857996E0,1.353568794E1,-4.891982929E0,1.504979391E1
1.330664065E2,-4.047524536E0,1.063408319E1,-4.385505295E0,1.219421325E1
1.330763435E2,-3.146822945E0,6.847999941E0,-3.773341577E0,8.428268179E0
1.330862805E2,-2.019216642E0,2.983459341E0,-3.444794716E0,4.984463474E0
1.330962175E2,-1.118288911E0,3.877288699E-2,-3.087325187E0,3.283846865E0
1.331061545E2,-2.181202935E-1,-2.304568368E0,-1.659501783E0,2.848255254E0
1.331160915E2,8.986715837E-1,-4.209843827E0,-3.469602551E-1,4.318654545E0
1.331260275E2,2.107801960E0,-5.965448107E0,2.693753779E-2,6.326936530E0
1.331359645E2,2.606336151E0,-7.764307750E0,1.670654031E-1,8.191786973E0
1.331459015E2,2.574242538E0,-8.858129425E0,1.471129491E-1,9.225769549E0
1.331558385E2,2.039255050E0,-9.639603950E0,3.006410247E-1,9.857530649E0
1.331657755E2,1.170377516E0,-1.071825502E1,5.743165181E-1,1.079725029E1
1.331757125E2,4.028176099E-2,-1.123601661E1,5.791485840E-1,1.125100462E1
1.331856485E2,-1.059955625E0,-1.045543905E1,7.634878316E-1,1.053672745E1
1.331955855E2,-9.956540872E-1,-8.896903481E0,1.012854695E0,9.009555664E0
1.332055225E2,2.815596597E-1,-7.926903614E0,1.007867605E0,7.995678449E0
1.332154595E2,1.882586508E0,-9.389566483E0,6.140482754E-1,9.596100562E0
1.332253965E2,3.152598532E0,-1.042223739E1,9.854581511E-1,1.093311655E1
1.332353325E2,3.858467974E0,-1.027428530E1,1.108656646E0,1.103076756E1
1.332452695E2,4.530918239E0,-1.010320746E1,1.255890706E0,1.114366558E1
1.332552065E2,5.102630042E0,-9.973640177E0,1.718507205E0,1.133417834E1
1.332651435E2,5.374574102E0,-9.842830946E0,2.340468664E0,1.145622806E1
1.332750805E2,5.466046189E0,-9.788933067E0,3.057786223E0,1.162114143E1
1.332850175E2,5.607821873E0,-9.853966384E0,4.010677722E0,1.202638164E1
1.332949535E2,5.697187793E0,-9.950052509E0,4.628323789E0,1.236458146E1
1.333048905E2,5.091543721E0,-9.840204377E0,4.375106606E0,1.191196866E1
1.333148275E2,4.237951393E0,-9.506125465E0,3.159716055E0,1.087706113E1
1.333247645E2,3.663926139E0,-9.660534643E0,2.145463876E0,1.055240729E1
1.333347015E2,2.854281483E0,-9.933846366E0,4.968192029E-1,1.034770775E1
1.333446375E2,2.042016983E0,-1.022879864E1,-2.340511056E-1,1.043326099E1
1.333545745E2,6.800092533E-1,-1.048329753E1,-2.428827401E-1,1.050813645E1
1.333645115E2,-1.054198603E0,-1.081562754E1,-5.351184654E-1,1.088004988E1
1.333744485E2,-2.294009173E0,-1.118739585E1,-1.614877002E0,1.153378219E1
1.333843855E2,-3.325976662E0,-1.150026165E1,-2.144488560E0,1.216211206E1
1.333943225E2,-4.389245466E0,-1.151178768E1,-1.786714976E0,1.244905947E1
1.334042585E2,-5.459208455E0,-1.129373097E1,-2.681213840E0,1.282732333E1
1.334141955E2,-6.263757262E0,-1.011785590E1,-7.589632123E0,1.411411276E1
1.334241325E2,-2.700085729E0,-3.290563878E0,-1.499282811E1,1.558535108E1
1.334340695E2,1.385013307E0,5.340360289E0,-2.259987675E1,2.326353668E1
1.334440065E2,-3.125374773E-1,1.366666908E1,-3.704360805E0,1.416325571E1
1.334539435E2,-4.901720004E0,2.529512274E1,8.501473829E0,2.713199496E1
1.334638795E2,-8.418841562E0,4.893487534E1,5.089603615E0,4.991395579E1
1.334738165E2,-8.263659967E0,5.520935406E1,8.791665294E0,5.651242545E1
1.334837535E2,-3.210770142E0,2.029320397E1,1.053989390E1,2.309139527E1
1.334936905E2,-2.877263964E0,1.780170772E0,9.510088123E0,1.009402952E1
1.335036275E2,-5.955992575E0,6.009387009E0,9.791311129E0,1.294049278E1
1.335135635E2,-7.137559907E0,1.742370979E1,8.548003632E0,2.067846199E1
1.335235005E2,-8.882388353E0,2.747535533E1,3.680736884E0,2.910910162E1
1.335334375E2,-1.009122184E1,2.697331339E1,-1.140563732E0,2.882175011E1
1.335433745E2,-9.731968907E0,1.990465883E1,-6.813289114E0,2.318032723E1
1.335533115E2,-7.372680541E0,1.349609410E1,-1.462948447E1,2.122552214E1
1.335632485E2,-4.069834587E0,9.652359066E0,-1.484644424E1,1.816998887E1
1.335731845E2,-1.680201803E0,7.003002611E0,-9.521899499E0,1.193866382E1
1.335831215E2,-6.059750247E-1,4.864733734E0,-4.523492568E0,6.670444141E0
1.335930585E2,-3.001397721E-1,2.443607554E0,-6.651359832E-1,2.550236781E0
1.336029955E2,-3.773899694E-1,-3.027922153E-2,2.603068142E0,2.630456951E0
1.336129325E2,-6.375678232E-1,-2.488656258E0,5.128547240E0,5.736017739E0
1.336228695E2,-1.681094965E-1,-4.416085648E0,5.725136315E0,7.232375756E0
1.336328055E2,6.065693942E-1,-5.799673696E0,3.685211173E0,6.898182573E0
1.336427425E2,1.256708293E0,-7.153245648E0,2.260647007E0,7.606494851E0
1.336526795E2,2.025595662E0,-8.504201555E0,1.840616364E0,8.933775824E0
1.336626165E2,2.968713248E0,-9.354018921E0,1.669872989E0,9.954868363E0
1.336725535E2,3.641915465E0,-9.707928665E0,6.927354258E-1,1.039169426E1
1.336824895E2,3.490732488E0,-1.017897802E1,-1.017714901E0,1.080891070E1
1.336924265E2,2.434801794E0,-1.083433863E1,-2.017271274E0,1.128629862E1
1.337023635E2,1.139105583E0,-1.205991269E1,-1.774771453E0,1.224291098E1
1.337123005E2,-3.299658345E-1,-1.334960849E1,-1.007275867E0,1.339162159E1
1.337222375E2,-1.646037399E0,-1.431544689E1,-6.047664052E-1,1.442245476E1
1.337321745E2,-2.364441225E0,-1.400545441E1,-6.997251874E-1,1.422086323E1
1.337421105E2,-2.098073216E0,-1.194924829E1,-1.238667732E0,1.219511146E1
1.337520475E2,-8.004649656E-1,-9.212189443E0,-1.971133819E0,9.454657425E0
1.337619845E2,5.246607202E-1,-8.473310714E0,-2.461593005E0,8.839213961E0
1.337719215E2,1.297249378E0,-8.602296783E0,-2.344355747E0,9.009903982E0
1.337818585E2,1.884571930E0,-8.488932136E0,-2.091938463E0,8.943700951E0
1.337917955E2,2.399792467E0,-8.405412846E0,-1.921834774E0,8.950051279E0
1.338017315E2,2.790064730E0,-8.457509784E0,-1.612217689E0,9.050589970E0
1.338116685E2,3.017953236E0,-8.597891491E0,-9.937974501E-1,9.166210405E0
1.338216055E2,3.122200320E0,-8.800643694E0,-8.257558543E-2,9.338430435E0
1.338315425E2,3.111991081E0,-8.918020116E0,6.182190943E-1,9.465609654E0
1.338414795E2,2.965465704E0,-8.977660546E0,9.369788130E-1,9.501068625E0
1.338514155E2,2.633027228E0,-9.053387251E0,1.225915539E0,9.507866323E0
1.338613525E2,2.242145978E0,-9.182201412E0,1.729951376E0,9.608994387E0
1.338712895E2,1.832468123E0,-9.233224801E0,2.380083404E0,9.709540496E0
1.338812265E2,1.452444275E0,-9.163579200E0,2.949211614E0,9.735431540E0
1.338911635E2,9.044474633E-1,-9.359867306E0,2.916619234E0,9.845395317E0
1.339011005E2,3.955406038E-1,-9.706076851E0,2.901911148E0,1.013831685E1
1.339110365E2,-3.848520398E-2,-9.557679196E0,3.268977127E0,1.010133279E1
1.339209735E2,-5.831324382E-1,-8.881670315E0,3.642981412E0,9.617454164E0
1.339309105E2,-1.164693876E0,-7.241872480E0,3.358327260E0,8.067192252E0
1.339408475E2,-1.697653695E0,-3.198786566E0,1.826041009E0,4.055698378E0
1.339507845E2,-4.497716579E0,7.085654173E0,-1.430452312E0,8.513644537E0
1.339607215E2,-1.062176778E1,2.859026499E1,-1.529560279E0,3.053792327E1
1.339706575E2,-1.268634946E1,4.850932434E1,1.608129315E0,5.016656347E1
1.339805945E2,-4.289552778E0,2.952644865E1,-6.658706274E0,3.057040730E1
1.339905315E2,2.402954495E0,1.061068263E1,-2.764417380E0,1.122509597E1
1.340004685E2,4.187223581E0,1.546031651E1,2.682681491E0,1.624041280E1
1.340104055E2,1.439397967E0,2.323315360E1,3.215537084E0,2.349874404E1
1.340203387E2,-2.376130978E0,2.509787277E1,2.362038896E0,2.532051428E1
1.340302747E2,-3.708509112E0,2.396119276E1,7.160512713E-1,2.425705109E1
1.340402117E2,-4.502391136E0,2.150983881E1,-1.756790096E0,2.204611084E1
1.340501487E2,-4.704332622E0,1.802218166E1,-3.222055560E0,1.890268286E1
1.340600857E2,-4.336024402E0,1.554403110E1,-2.728005599E0,1.636642982E1
1.340700227E2,-4.389266224E0,1.337501698E1,-1.942405279E0,1.421019618E1
1.340799587E2,-4.980350729E0,1.068448385E1,-7.545177642E-1,1.181234039E1
1.340898957E2,-6.044548071E0,7.021389765E0,8.421534204E-1,9.302994034E0
1.340998327E2,-6.932829006E0,3.526980840E0,2.189549543E0,8.080707833E0
1.341097697E2,-6.700815582E0,8.375890839E-1,2.380518436E0,7.160262074E0
1.341197067E2,-5.727548876E0,-1.271249587E0,3.951162422E-1,5.880221806E0
1.341296437E2,-4.283812859E0,-3.100857983E0,-2.227714319E0,5.738386875E0
1.341395797E2,-2.515155255E0,-4.739449537E0,-4.518630608E0,7.014728109E0
1.341495167E2,-6.133743837E-1,-6.046927303E0,-6.046896313E0,8.573593935E0
1.341594537E2,1.286200771E0,-6.535818851E0,-6.094706656E0,9.028659353E0
1.341693907E2,2.724042356E0,-6.463838457E0,-5.155469576E0,8.705198498E0
1.341793277E2,3.874301941E0,-6.643069650E0,-4.138347582E0,8.733069942E0
1.341892647E2,4.370156061E0,-7.112012252E0,-3.326479815E0,8.985791575E0
1.341992007E2,3.620666391E0,-8.529030586E0,-2.812194979E0,9.683079493E0
1.342091377E2,1.955558590E0,-1.066563359E1,-2.301087520E0,1.108489752E1
1.342190747E2,1.876206319E-1,-1.286761548E1,-6.149218494E-1,1.288366635E1
1.342290117E2,-1.359534357E0,-1.437972767E1,4.166977670E-1,1.444986293E1
1.342389487E2,-2.122752998E0,-1.451343712E1,-4.698354721E-1,1.467537675E1
1.342488857E2,-1.707522626E0,-1.344755754E1,-1.896733262E0,1.368758687E1
1.342588217E2,-5.736042541E-1,-1.175820338E1,-9.717937928E-1,1.181222890E1
1.342687587E2,3.497960816E-1,-1.097402978E1,1.414589986E0,1.107035463E1
1.342786957E2,7.355180410E-1,-1.085391978E1,3.559257470E0,1.144626031E1
1.342886327E2,7.135588226E-1,-1.097642597E1,5.451660869E0,1.227646934E1
1.342985697E2,5.830695806E-1,-1.113027907E1,6.330780387E0,1.281802882E1
1.343085057E2,6.652802633E-1,-1.083144776E1,5.656362534E0,1.223753634E1
1.343184427E2,8.082550648E-1,-1.003357180E1,4.281728911E0,1.093887754E1
1.343283797E2,1.341253622E0,-9.276237504E0,3.437937101E0,9.983333863E0
1.343383167E2,1.979147281E0,-8.582133245E0,2.914416003E0,9.277060722E0
1.343482537E2,2.501740280E0,-7.772995543E0,2.367819453E0,8.502042878E0
1.343581907E2,3.139977610E0,-7.142261068E0,1.956037477E0,8.043471587E0
1.343681267E2,3.674518370E0,-6.827969719E0,1.702828481E0,7.938695143E0
1.343780637E2,3.485003971E0,-6.767013665E0,1.008748780E0,7.678235521E0
1.343880007E2,2.942096430E0,-7.129396024E0,-2.035017975E-1,7.715285611E0
1.343979377E2,2.396359128E0,-7.459146243E0,-1.802396039E0,8.039280517E0
1.344078747E2,2.121853696E0,-7.889936348E0,-3.509067310E0,8.891957718E0
1.344178117E2,2.047183582E0,-8.549081858E0,-4.776829033E0,1.000479169E1
1.344277477E2,1.830948578E0,-8.378074189E0,-5.536165999E0,1.020752829E1
1.344376847E2,1.802563269E0,-6.547496910E0,-6.552695085E0,9.436989086E0
1.344476217E2,1.706256119E0,-2.808593679E0,-7.617295300E0,8.295944556E0
1.344575587E2,2.257883321E0,4.829797205E0,-1.319841586E1,1.423457619E1
1.344674957E2,-9.544012499E-1,1.341647374E1,-8.814116263E0,1.608108500E1
1.344774327E2,-8.776522760E0,2.447926542E1,1.120004337E1,2.831435605E1
1.344873687E2,-1.551327358E1,3.644548232E1,1.666555513E1,4.297296320E1
1.344973057E2,-1.481062770E1,2.270550553E1,1.086834954E1,2.920643245E1
1.345072427E2,-1.419970243E1,5.446580223E0,5.723000911E0,1.624960075E1
1.345171797E2,-1.034384377E1,1.255992096E1,-4.135636228E0,1.678839497E1
1.345271167E2,-2.274000586E0,1.668399374E1,-6.159557540E0,1.792949734E1
1.345370537E2,1.130716144E0,1.572704544E1,-2.622107846E0,1.598417739E1
1.345469897E2,-4.493134993E-1,1.704349459E1,-1.438108072E0,1.710996041E1
1.345569267E2,-4.898175130E0,1.966314777E1,-6.642735189E-1,2.027492933E1
1.345668637E2,-9.583504593E0,2.213549790E1,1.713368855E-1,2.412163311E1
1.345768007E2,-1.151277936E1,2.045799254E1,2.217836618E0,2.357948996E1
1.345867377E2,-9.824139737E0,1.606885262E1,2.430467691E0,1.899023221E1
1.345966747E2,-7.001392872E0,1.171406158E1,8.291913128E-1,1.367209929E1
1.346066107E2,-4.577097794E0,8.097192076E0,-5.992548198E-1,9.320592796E0
1.346165477E2,-1.897650690E0,5.088614851E0,-1.890451598E0,5.750555320E0
1.346264847E2,-1.505023608E-1,2.543686743E0,-3.233710815E0,4.117023056E0
1.346364217E2,6.429326436E-1,3.507107323E-1,-4.078007825E0,4.143248511E0
1.346463587E2,8.052153897E-1,-1.379751690E0,-4.578839387E0,4.849521284E0
1.346562947E2,6.982858953E-1,-2.713466497E0,-4.373334315E0,5.193896096E0
1.346662317E2,8.378981093E-1,-3.648208823E0,-3.163046629E0,4.900649430E0
1.346761687E2,1.324841803E0,-4.476255251E0,-1.473802984E0,4.895320430E0
1.346861057E2,1.969642048E0,-5.368978901E0,1.474778154E-1,5.720766901E0
1.346960427E2,2.657423274E0,-6.606527476E0,1.212659244E0,7.223478815E0
1.347059797E2,3.367251573E0,-7.906427250E0,1.051157393E0,8.657650194E0
1.347159157E2,3.660195031E0,-8.920982316E0,7.269726276E-2,9.642937210E0
1.347258527E2,3.490207116E0,-9.751465863E0,-6.768567270E-1,1.037934329E1
1.347357897E2,2.602144282E0,-1.076350896E1,-1.053713211E0,1.112360515E1
1.347457267E2,1.116615145E0,-1.180557986E1,-1.118671757E0,1.191091817E1
1.347556637E2,-3.500583293E-1,-1.262986536E1,-5.793433694E-1,1.264799109E1
1.347656007E2,-1.686365646E0,-1.286089820E1,1.062842542E-1,1.297142352E1
1.347755367E2,-2.349291235E0,-1.188083352E1,2.228390696E-1,1.211292829E1
1.347854737E2,-1.586560545E0,-1.008473727E1,-4.742028306E-1,1.021978320E1
1.347954107E2,4.147503152E-2,-8.901512257E0,-1.096121385E0,8.968841772E0
1.348053477E2,1.463433532E0,-9.271343384E0,-8.737997210E-1,9.426715855E0
1.348152847E2,2.418099515E0,-9.647158552E0,-3.578010660E-1,9.952029693E0
1.348252217E2,2.972986393E0,-9.634190013E0,2.272251391E-1,1.008503329E1
1.348351577E2,3.222769505E0,-9.524682189E0,1.045988528E0,1.010939692E1
1.348450947E2,3.251017404E0,-9.581980809E0,1.742460909E0,1.026740670E1
1.348550317E2,3.194705794E0,-9.705986804E0,2.121283300E0,1.043609926E1
1.348649687E2,3.004949320E0,-9.831552837E0,2.076463223E0,1.048812906E1
1.348749057E2,2.744335410E0,-9.812483897E0,1.734273638E0,1.033556588E1
1.348848427E2,2.659434131E0,-9.817287970E0,1.366971431E0,1.026257004E1
1.348947787E2,2.508759862E0,-9.820386994E0,8.984878349E-1,1.017551754E1
1.349047157E2,2.338788612E0,-9.830851171E0,6.277840427E-1,1.012470640E1
1.349146527E2,2.011406809E0,-9.640801460E0,5.766091748E-1,9.865256625E0
1.349245897E2,1.603881606E0,-9.392339233E0,6.924284470E-1,9.553425021E0
1.349345267E2,9.144019094E-1,-9.182621827E0,9.799968517E-1,9.279928249E0
1.349444637E2,2.094618827E-2,-9.388595261E0,1.317108715E0,9.480555632E0
1.349543997E2,-7.617618066E-1,-9.521950369E0,1.543411163E0,9.676256399E0
1.349643367E2,-1.573623142E0,-9.410555064E0,1.277701989E0,9.626388668E0
1.349742737E2,-2.715934314E0,-8.224414625E0,3.512165530E-1,8.668370561E0
1.349842107E2,-3.559413006E0,-3.430605277E0,-2.854893687E0,5.708668101E0
1.349941477E2,-6.319780020E0,9.625239680E0,-1.108515962E1,1.598329197E1
1.350040837E2,-1.279344238E1,2.898509939E1,-7.570021731E0,3.257473536E1
1.350140207E2,-1.462195443E1,4.773614000E1,-1.845175438E0,4.995943640E1
1.350239617E2,-7.679556452E0,3.028014306E1,-2.511325328E0,3.133958209E1
1.350338987E2,-1.410189956E0,5.405864891E0,-3.030459845E-1,5.594984165E0
1.350438357E2,2.017523289E0,3.791888945E0,4.630421770E-1,4.320096070E0
1.350537727E2,-4.623393416E-1,1.425796993E1,-9.041198730E-1,1.429408608E1
1.350637097E2,-6.152399964E0,2.515433114E1,-1.218569098E0,2.592445392E1
1.350736457E2,-1.118138257E1,2.779483316E1,-1.906730247E0,3.002018799E1
1.350835827E2,-1.301046881E1,2.548423105E1,-1.940717772E0,2.867899434E1
1.350935197E2,-1.025637761E1,1.695864330E1,-1.063937141E0,1.984743879E1
1.351034567E2,-7.274931468E0,1.076041579E1,-1.430659304E0,1.306743899E1
1.351133937E2,-6.273420956E0,9.027370065E0,-4.089553956E-1,1.100074840E1
1.351233297E2,-6.117421920E0,8.833814363E0,1.417290230E0,1.083825810E1
1.351332667E2,-4.945297256E0,7.665493898E0,2.934414650E0,9.582617127E0
1.351432037E2,-2.844484473E0,5.795813949E0,4.300866848E0,7.757577386E0
1.351531407E2,-7.486257443E-1,4.178008661E0,3.926563185E0,5.782222352E0
1.351630777E2,1.131740430E0,2.654666896E0,1.749020900E0,3.374487641E0
1.351730147E2,2.489623972E0,8.655376053E-1,-1.081845993E-1,2.638008108E0
1.351829507E2,3.188421206E0,-9.406129307E-1,-6.574626821E-1,3.388663402E0
1.351928877E2,3.611849667E0,-2.457733258E0,4.709950481E-3,4.368745011E0
1.352028247E2,3.756884881E0,-4.072229607E0,1.179072325E0,5.664578495E0
1.352127617E2,3.571369101E0,-5.579914867E0,2.074360564E0,6.942124957E0
1.352226987E2,3.306998939E0,-6.874131147E0,2.426244248E0,8.004784954E0
1.352326357E2,2.820206249E0,-7.633201481E0,1.645856135E0,8.302299112E0
1.352425717E2,2.043634761E0,-7.769008327E0,5.347945297E-1,8.051083070E0
1.352525087E2,1.475639887E0,-8.291418453E0,2.541954213E-1,8.425541428E0
1.352624457E2,9.274780378E-1,-9.103189157E0,6.409413743E-1,9.172735371E0
1.352723827E2,-3.408941343E-2,-1.005042230E1,1.541966901E0,1.016807811E1
1.352823197E2,-1.173804715E0,-1.136034596E1,2.681644195E0,1.173143186E1
1.352922567E2,-2.021289919E0,-1.201625504E1,2.734970217E0,1.248823687E1
1.353021927E2,-1.946368960E0,-1.201676258E1,1.823577577E0,1.230919860E1
1.353121297E2,-3.716257842E-1,-1.108630450E1,4.360520142E-1,1.110109880E1
1.353220667E2,2.298040244E0,-9.761370462E0,-1.078619499E0,1.008606773E1
1.353320037E2,4.427059410E0,-9.273326760E0,-2.850894191E0,1.066400684E1
1.353419407E2,5.447642078E0,-9.319101688E0,-3.514616318E0,1.135231203E1
1.353518777E2,5.284970784E0,-9.155055714E0,-2.950850004E0,1.097512993E1
1.353618137E2,4.766532963E0,-9.034324744E0,-2.285402949E0,1.046718332E1
1.353717507E2,4.609446345E0,-9.231575886E0,-1.687120521E0,1.045539883E1
1.353816877E2,4.692565685E0,-9.611097604E0,-1.051053386E0,1.074700345E1
1.353916247E2,4.643707521E0,-1.014239316E1,-4.567247721E-1,1.116426245E1
1.354015617E2,4.450830680E0,-1.040049861E1,-2.219946586E-2,1.131285808E1
1.354114987E2,4.031164611E0,-1.040392859E1,2.230981743E-1,1.115982935E1
1.354214347E2,3.280168405E0,-1.016857114E1,1.882076924E-1,1.068619511E1
1.354313717E2,2.516412991E0,-9.889643755E0,3.017268527E-1,1.020923244E1
1.354413087E2,1.657114072E0,-9.479455145E0,6.340461914E-1,9.644071312E0
1.354512457E2,9.477991587E-1,-9.128048009E0,1.030202069E0,9.234765834E0
1.354611827E2,3.772012505E-1,-8.627984771E0,1.713954709E0,8.804660285E0
1.354711197E2,-2.019730613E-1,-8.021936656E0,2.373143782E0,8.368038733E0
1.354810557E2,-5.808287814E-1,-7.517555249E0,2.632827254E0,7.986412107E0
1.354909927E2,-8.469662637E-1,-6.502126610E0,3.027897595E0,7.222407227E0
1.355009297E2,-1.586550166E0,-4.280147824E0,3.449207025E0,5.721349135E0
1.355108667E2,-2.954450719E0,1.638390411E0,2.448698433E-1,3.387191083E0
1.355208037E2,-5.514437746E0,1.536017944E1,-3.136368123E0,1.661869252E1
1.355307407E2,-9.516714773E0,3.892815863E1,-3.143437407E0,4.019764413E1
1.355406767E2,-8.992997208E0,3.870787765E1,-7.269272532E0,4.039821919E1
1.355506137E2,-6.170939730E0,1.550849991E1,-4.147594954E0,1.719873863E1
1.355605507E2,-4.005145671E0,1.243764282E1,2.731940483E0,1.334914415E1
1.355704877E2,-5.383193482E0,1.991823606E1,3.327942789E0,2.089952399E1
