"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.280767871E1,-3.839449320E0,-1.008011330E1,1.137435472E0,1.084637334E1
6.281761571E1,-3.773115290E0,-9.865016452E0,6.270904899E-1,1.058055722E1
6.282755271E1,-3.446963448E0,-9.751145436E0,4.830314684E-1,1.035372946E1
6.283748871E1,-2.645997522E0,-9.628821099E0,7.231766152E-1,1.001191705E1
6.284742571E1,-1.803704061E0,-9.667124455E0,7.747455490E-1,9.864424678E0
6.285736271E1,-1.053715623E0,-9.900638859E0,7.169411445E-1,9.982332946E0
6.286729971E1,-9.306428432E-2,-1.051569110E1,5.404347539E-1,1.052998053E1
6.287723671E1,7.797262073E-1,-1.072379818E1,-2.742365191E0,1.109632314E1
6.288717371E1,1.157965777E0,-9.370977600E0,-8.939132073E0,1.300246854E1
6.289710971E1,3.381836575E-1,-6.012306524E0,-9.327604709E0,1.110254059E1
6.290704671E1,-5.171409085E-1,-5.878363770E-1,-5.393933648E0,5.450459295E0
6.291698371E1,9.773777376E-1,1.143944592E1,-1.005858385E1,1.526405252E1
6.292692071E1,5.985888804E0,3.029217195E1,8.771051520E0,3.209949985E1
6.293685771E1,6.648611641E0,4.165276700E1,2.210988242E1,4.762356492E1
6.294679471E1,8.192014618E0,2.957487529E1,8.917136017E0,3.195774815E1
6.295673171E1,1.430835071E1,2.080298996E1,-7.772388017E0,2.641785962E1
6.296666771E1,1.988518292E1,2.412223443E1,-1.593419124E1,3.508847595E1
6.297660471E1,1.616244198E1,2.219772631E1,-9.114371957E0,2.893156339E1
6.298654171E1,4.715465136E0,2.145102985E1,2.108810019E0,2.206421023E1
6.299647871E1,-3.059602953E0,2.094071995E1,6.427464098E0,2.211757711E1
6.300641571E1,-3.396930578E0,1.584500951E1,4.402323056E0,1.679237660E1
6.301635271E1,-1.981772097E0,1.264984295E1,1.208396112E0,1.286103295E1
6.302628871E1,-1.186750889E0,1.005342660E1,-1.036451719E0,1.017614840E1
6.303622571E1,-1.412748113E0,8.962153730E0,-2.787333788E0,9.491326902E0
6.304616271E1,-2.026022217E0,6.645908473E0,-2.743520601E0,7.469924413E0
6.305609971E1,-1.672915003E0,2.999046848E0,-1.493622122E0,3.744840938E0
6.306603671E1,-1.581058169E0,-4.239868695E-1,1.602932310E-1,1.644750351E0
6.307597371E1,-1.672567094E0,-2.818960208E0,9.677469349E-1,3.417682177E0
6.308590971E1,-1.176139216E0,-4.488761861E0,2.252355655E0,5.158041537E0
6.309584671E1,-1.817548331E-1,-5.323252505E0,2.410636275E0,5.846470671E0
6.310578371E1,1.116381841E0,-6.636883880E0,1.474723921E0,6.889800193E0
6.311571721E1,1.717783028E0,-8.229961878E0,1.944601493E0,8.629283053E0
6.312565421E1,1.291437684E0,-8.561127123E0,2.846161455E0,9.113799643E0
6.313559121E1,9.185021963E-1,-8.593558120E0,3.435136285E0,9.300163909E0
6.314552721E1,9.352392664E-1,-8.895039974E0,3.229455796E0,9.509247781E0
6.315546421E1,1.321156742E0,-9.013712724E0,1.802015970E0,9.286535078E0
6.316540121E1,1.854523674E0,-9.352502738E0,2.545707943E-1,9.537996215E0
6.317533821E1,2.163022333E0,-9.823514085E0,-7.599012226E-1,1.008749446E1
6.318527521E1,1.968495116E0,-1.019025145E1,-1.636051524E0,1.050680076E1
6.319521221E1,1.063785698E0,-1.013115013E1,-2.101393411E0,1.040133152E1
6.320514821E1,1.462351724E-1,-9.910873826E0,-1.777693892E0,1.007010428E1
6.321508521E1,-8.161226396E-1,-9.787568327E0,-1.219658434E0,9.896975124E0
6.322502221E1,-1.562262002E0,-9.610500603E0,-8.896790045E-1,9.777213976E0
6.323495921E1,-1.879505318E0,-9.483979720E0,-4.393100462E-1,9.678398881E0
6.324489621E1,-2.247824356E0,-9.391621195E0,7.646813214E-2,9.657179215E0
6.325483321E1,-2.766712997E0,-9.237683887E0,4.020545483E-1,9.651484460E0
6.326476921E1,-3.252427460E0,-9.021579568E0,6.538321459E-1,9.612215081E0
6.327470621E1,-3.508455399E0,-8.794550310E0,8.421066427E-1,9.505920158E0
6.328464321E1,-3.695473037E0,-8.667197369E0,9.526728129E-1,9.470185673E0
6.329458021E1,-3.854289846E0,-8.659903552E0,9.609571481E-1,9.527482269E0
6.330451721E1,-3.712558601E0,-8.470029257E0,9.451918852E-1,9.296121486E0
6.331445421E1,-3.368003232E0,-8.368316941E0,1.079093124E0,9.084966492E0
6.332439021E1,-2.928297001E0,-8.199291478E0,1.136517459E0,8.780374479E0
6.333432721E1,-2.435951064E0,-8.403100857E0,1.109793418E0,8.819161130E0
6.334426421E1,-2.084731039E0,-8.918613608E0,1.283391330E0,9.248506123E0
6.335420121E1,-1.716300905E0,-9.656566722E0,9.028930541E-1,9.849374880E0
6.336413821E1,-8.779373570E-1,-9.771669747E0,-1.715418706E0,9.959867719E0
6.337407521E1,-1.061806123E-1,-7.555770312E0,-6.937695644E0,1.025829226E1
6.338401121E1,-1.381284538E0,-5.315914249E0,-3.406138481E0,6.462868607E0
6.339394821E1,-2.657615063E0,-3.047279361E0,-2.317209463E0,4.660288513E0
6.340388521E1,-2.087991739E0,2.839470486E0,-7.681488372E0,8.451483051E0
6.341382221E1,4.081287821E-1,1.385196149E1,7.550949283E0,1.578164255E1
6.342375921E1,5.766880172E0,2.881479105E1,2.033662773E1,3.573692093E1
6.343369621E1,1.295620899E1,3.870738414E1,5.726574730E0,4.121794023E1
6.344363321E1,1.715185285E1,3.134861179E1,-1.098957285E1,3.738572226E1
6.345356921E1,1.684755790E1,1.735835312E1,-8.390056304E0,2.560362621E1
6.346350621E1,9.575871638E0,1.555916369E1,-1.374282789E-1,1.827029773E1
6.347344321E1,1.600705690E0,2.317881191E1,-3.452856857E0,2.348918476E1
6.348338021E1,-1.874532554E0,2.387505625E1,-8.587665296E-1,2.396392421E1
6.349331721E1,-1.835918857E0,1.760671126E1,2.521349795E0,1.788083008E1
6.350325421E1,-1.753167015E0,1.440818139E1,1.027829342E0,1.455079787E1
6.351319021E1,-1.739301658E0,1.343075498E1,-6.250451338E-1,1.355732388E1
6.352312721E1,-1.949715468E0,1.151691685E1,-1.552661604E0,1.178352758E1
6.353306421E1,-2.491636584E0,9.225322874E0,-2.155536289E0,9.795977321E0
6.354300121E1,-2.270706996E0,7.379342274E0,-2.315438926E0,8.060524802E0
6.355293821E1,-1.066156013E0,5.652634934E0,-1.518516058E0,5.949358062E0
6.356287521E1,-2.165949011E-1,3.727740896E0,-1.381821020E0,3.981506608E0
6.357281121E1,-1.701660719E-1,6.874226457E-1,-6.239117973E-1,9.438073514E-1
6.358274821E1,3.644030111E-1,-2.039666110E0,-1.601973367E-1,2.078145948E0
6.359268521E1,8.811338836E-1,-4.188320811E0,4.766240529E-1,4.306460103E0
6.360262221E1,9.701497020E-1,-5.916081235E0,1.222699571E0,6.118513043E0
6.361255921E1,9.614097226E-1,-7.260790561E0,1.004037094E0,7.392663845E0
6.362249621E1,9.406006515E-1,-7.993049657E0,8.537051797E-1,8.093354369E0
6.363243221E1,9.643175429E-1,-8.573244308E0,5.068565333E-1,8.642183163E0
6.364236921E1,8.387012243E-1,-9.294907663E0,1.157491239E-1,9.333387706E0
6.365230621E1,8.518317318E-1,-1.060627851E1,-4.841730276E-2,1.064054065E1
6.366224321E1,1.060469157E0,-1.164961824E1,3.058093786E-2,1.169782609E1
6.367218021E1,1.331889891E0,-1.209498780E1,7.743818521E-2,1.216834653E1
6.368211721E1,1.824318127E0,-1.212880692E1,2.287822527E-1,1.226737280E1
6.369205321E1,2.407501290E0,-1.165551925E1,3.454243560E-2,1.190161269E1
6.370199021E1,2.433321279E0,-1.078190197E1,-4.128835917E-1,1.106078367E1
6.371192721E1,1.928641372E0,-9.823097763E0,-8.631256288E-1,1.004778050E1
6.372186421E1,1.044397500E0,-9.011863834E0,-9.890021485E-1,9.125929057E0
6.373180121E1,2.239005585E-1,-9.125755901E0,-9.684953785E-1,9.179735046E0
6.374173821E1,-3.646982224E-1,-9.371709672E0,-8.017240173E-1,9.413007403E0
6.375167421E1,-1.071707798E0,-9.213634874E0,-6.099552244E-1,9.295787787E0
6.376161121E1,-1.809352325E0,-9.117704870E0,-4.136238492E-1,9.304696804E0
6.377154821E1,-2.409234551E0,-9.116428422E0,-1.443958211E-1,9.430510509E0
6.378148521E1,-2.946701404E0,-9.076071525E0,1.721174705E-1,9.543990146E0
6.379142221E1,-3.366087685E0,-8.907513839E0,5.362563701E-1,9.537395870E0
6.380135921E1,-3.502771613E0,-8.784803002E0,6.802826107E-1,9.481822461E0
6.381129621E1,-3.638914382E0,-8.614195282E0,8.382521582E-1,9.388755238E0
6.382123221E1,-3.729968686E0,-8.492149858E0,1.028175570E0,9.332010534E0
6.383116921E1,-3.537477762E0,-8.601719663E0,1.288077289E0,9.389487376E0
6.384110621E1,-3.054860861E0,-8.755266377E0,1.511581260E0,9.395304259E0
6.385104321E1,-2.277979178E0,-9.303724680E0,1.885983156E0,9.762449207E0
6.386098021E1,-1.641731802E0,-9.372897241E0,8.602423668E-1,9.554397047E0
6.387091721E1,-6.781366825E-1,-7.580867146E0,-4.724284784E0,8.958140586E0
6.388085321E1,-7.774086633E-1,-5.505934140E0,-4.349339097E0,7.059491877E0
6.389079021E1,-1.878986670E0,-2.537626104E0,-9.191659284E-1,3.288617210E0
6.390072721E1,-2.342533462E0,3.643115314E0,-9.429631605E0,1.037678681E1
6.391066421E1,-2.302788475E-1,1.611824171E1,2.937661024E0,1.638537752E1
6.392060121E1,5.368804654E0,3.637821829E1,1.892057945E1,4.135440915E1
6.393053821E1,1.118802267E1,4.476966039E1,4.907424256E0,4.640664990E1
6.394047421E1,1.267419310E1,2.313790713E1,-9.327264401E0,2.798206172E1
6.395041121E1,1.100650638E1,1.259670580E1,-5.223159868E0,1.752431393E1
6.396034821E1,7.792010103E0,1.230787205E1,-5.947180382E-1,1.457919152E1
6.397028521E1,4.439285645E0,1.635461072E1,-2.687503105E0,1.715818236E1
6.398022221E1,2.972608663E0,2.053130961E1,-3.032882931E0,2.096591175E1
6.399015921E1,4.037313543E0,1.997167962E1,-2.054839854E-1,2.037670511E1
6.400009521E1,3.580492511E0,1.836502848E1,2.182941020E-1,1.871207765E1
6.401003221E1,1.670507997E0,1.548667927E1,-4.075812269E-1,1.558184694E1
6.401996921E1,4.327217326E-2,1.185793817E1,-1.475401028E0,1.194945096E1
6.402990621E1,-9.208222984E-1,8.916708001E0,-2.175119784E0,9.224247468E0
6.403984321E1,-1.040841224E0,7.001101096E0,-2.246702567E0,7.426064869E0
6.404978021E1,-9.528127807E-1,5.005236479E0,-1.222208405E0,5.239660083E0
6.405971721E1,-1.489030303E0,1.028038745E0,1.195065629E0,2.168468760E0
6.406965321E1,-1.866912170E0,-1.377697563E0,3.071430116E0,3.849297933E0
6.407959021E1,-7.113737181E-1,-2.633701705E0,3.362178236E0,4.329743610E0
6.408952721E1,1.492910808E0,-4.909770743E0,3.373209593E0,6.141105307E0
6.409946421E1,3.048470439E0,-6.099281518E0,2.298026503E0,7.195507825E0
6.410940121E1,3.549737619E0,-7.159057780E0,5.404312456E-1,8.009045598E0
6.411933725E1,2.894105407E0,-8.259683275E0,-2.021268248E-2,8.752063898E0
6.412927325E1,1.687618119E0,-9.125233160E0,-1.156000564E-1,9.280694937E0
6.413921025E1,6.421944326E-1,-9.977430342E0,-6.206720012E-1,1.001732318E1
6.414914725E1,1.060956815E-1,-1.044613496E1,-1.189532994E0,1.051417998E1
6.415908425E1,-6.461198878E-2,-1.068564276E1,-1.339535125E0,1.076947029E1
6.416902125E1,-2.334691066E-1,-1.048603987E1,-1.084286036E0,1.054453490E1
6.417895825E1,-6.519622064E-1,-9.838548446E0,-9.885618532E-1,9.909558253E0
6.418889425E1,-1.139336402E0,-8.917127246E0,-1.312880593E0,9.084982180E0
6.419883125E1,-1.491092032E0,-8.301203184E0,-1.720540282E0,8.607763276E0
6.420876825E1,-1.515610869E0,-8.261121690E0,-1.755769756E0,8.580555654E0
6.421870525E1,-1.654369974E0,-8.505922975E0,-1.462690351E0,8.787896718E0
6.422864225E1,-1.751754473E0,-8.862761589E0,-1.058192836E0,9.095985862E0
6.423857925E1,-1.914470791E0,-8.858076800E0,-1.880651482E-1,9.064551368E0
6.424851525E1,-2.233375593E0,-8.831478401E0,4.289850694E-1,9.119594589E0
6.425845225E1,-2.324317923E0,-8.871138895E0,8.610750103E-1,9.210917939E0
6.426838925E1,-2.322518735E0,-8.934400506E0,9.278198075E-1,9.277847556E0
6.427832625E1,-2.251661152E0,-9.091777146E0,9.165709341E-1,9.411189717E0
6.428826325E1,-2.190750561E0,-9.196743438E0,8.172641623E-1,9.489330777E0
6.429820025E1,-2.066396948E0,-9.149379237E0,5.057163262E-1,9.393449088E0
6.430813725E1,-1.691795955E0,-9.137594758E0,3.689476132E-1,9.300211495E0
6.431807325E1,-1.037882679E0,-9.280869083E0,8.348093176E-1,9.375960644E0
6.432801025E1,-6.646420397E-1,-9.368598953E0,5.607958917E-1,9.408872802E0
6.433794725E1,-2.721516359E-1,-9.598889787E0,4.483130407E-1,9.613206346E0
6.434788425E1,1.326315156E-1,-1.002474484E1,5.244788718E-1,1.003933157E1
6.435782125E1,4.621707956E-1,-1.073267192E1,4.182958476E-1,1.075075903E1
6.436775825E1,1.107218962E0,-1.097684814E1,-1.877783898E0,1.119121089E1
6.437769425E1,1.383963001E0,-9.309957812E0,-7.758532455E0,1.219776594E1
6.438763125E1,-2.039581910E-1,-7.773016008E0,-7.430704801E0,1.075531267E1
6.439756825E1,-8.505299954E-1,-5.263583423E0,-1.752486399E0,5.612478981E0
6.440750525E1,5.205394565E-1,9.506449986E-1,-1.178891295E1,1.183862981E1
6.441744225E1,3.181539618E0,1.685620710E1,-2.750824943E0,1.737299485E1
6.442737925E1,9.179137471E0,4.212388886E1,1.751017607E1,4.653262128E1
6.443731525E1,1.442255502E1,5.374886460E1,2.164632364E0,5.569233495E1
6.444725225E1,1.314616047E1,3.420643376E1,-6.763903531E0,3.726462178E1
6.445718925E1,9.022477700E0,1.437114747E1,-1.074771885E0,1.700265032E1
6.446712625E1,2.846249748E0,1.441420052E1,8.557705624E-1,1.471742700E1
6.447706325E1,-1.726147470E0,1.726638109E1,2.644859362E-1,1.735446496E1
6.448700025E1,-1.609682628E0,1.667924346E1,-5.561918306E-1,1.676596522E1
6.449693725E1,1.146159079E0,1.559456508E1,-1.870900702E0,1.574815576E1
6.450687325E1,3.557427877E0,1.410877588E1,-2.383970633E0,1.474436048E1
6.451681025E1,3.767781167E0,1.074545627E1,-1.200045118E0,1.144993946E1
6.452674725E1,2.625320891E0,7.487967753E0,-1.559882623E0,8.086730158E0
6.453668425E1,1.394999182E0,5.758135661E0,-2.098452262E0,6.285352090E0
6.454662125E1,4.239959326E-1,4.348102410E0,-1.675741839E0,4.679089424E0
6.455655825E1,-5.187028460E-2,2.678189660E0,-1.194195637E0,2.932830306E0
6.456649425E1,-2.758874951E-1,1.209096608E0,-8.697299858E-1,1.514747096E0
6.457643125E1,-8.100916752E-1,-8.703755915E-1,6.156650305E-2,1.190626989E0
6.458636825E1,-1.262488411E0,-2.581600674E0,1.267614373E0,3.140921080E0
6.459630525E1,-1.197468543E0,-3.941252561E0,2.143922549E0,4.643684588E0
6.460624225E1,-8.258487520E-1,-4.893254113E0,2.202323370E0,5.429197934E0
6.461617925E1,-8.945845261E-1,-5.776791202E0,1.212038927E0,5.969977926E0
6.462611525E1,-1.443824894E0,-6.826637138E0,9.310252512E-1,7.039489538E0
6.463605225E1,-1.935594734E0,-7.387639473E0,1.098274915E0,7.715565549E0
6.464598925E1,-2.245135806E0,-8.220126861E0,1.069346985E0,8.588051198E0
6.465592625E1,-2.276636218E0,-9.047947002E0,4.193108511E-1,9.339391790E0
6.466586325E1,-2.000706697E0,-9.708029822E0,-8.609416938E-1,9.949366357E0
6.467580025E1,-1.349490887E0,-1.013835156E1,-1.864082994E0,1.039625430E1
6.468573725E1,-5.999895224E-1,-1.051369603E1,-2.211688271E0,1.076054630E1
6.469567325E1,-3.045896129E-1,-1.083727510E1,-1.777166473E0,1.098624718E1
6.470561025E1,-2.977478955E-1,-1.081142456E1,-1.137655912E0,1.087519268E1
6.471554725E1,-4.040604356E-1,-1.053468754E1,-1.492908762E0,1.064761395E1
6.472548425E1,-3.980611923E-1,-9.961237063E0,-2.137326890E0,1.019572767E1
6.473542125E1,-7.702403424E-1,-9.559660817E0,-2.214178015E0,9.842914681E0
6.474535825E1,-1.446182492E0,-9.530601910E0,-1.905737389E0,9.826273534E0
6.475529425E1,-2.125362025E0,-9.659658730E0,-1.573539526E0,1.001509846E1
6.476523125E1,-2.684956643E0,-9.808224785E0,-1.136815082E0,1.023242953E1
6.477516825E1,-3.051659510E0,-9.901772050E0,-5.173312354E-1,1.037426369E1
6.478510525E1,-3.092397062E0,-9.920006007E0,2.385780748E-1,1.039357293E1
6.479504225E1,-2.727808840E0,-9.871232042E0,1.284711632E0,1.032146536E1
6.480497925E1,-2.242361887E0,-9.752520701E0,1.950201956E0,1.019525059E1
6.481491525E1,-1.723242134E0,-9.537781706E0,1.981684535E0,9.892720400E0
6.482485225E1,-1.045399421E0,-9.359196045E0,1.893134301E0,9.605798668E0
6.483478925E1,-3.351644477E-1,-9.147433283E0,1.604704016E0,9.293166622E0
6.484472625E1,3.840291904E-1,-8.752659103E0,1.338784343E0,8.862779661E0
6.485466325E1,1.097582166E0,-8.131484241E0,3.191629574E-2,8.205287395E0
6.486460025E1,1.733761421E0,-7.844204105E0,-2.270313624E0,8.348160914E0
6.487453725E1,1.757628294E0,-6.616039141E0,-4.100051243E0,7.979451819E0
6.488447325E1,7.014610796E-1,-4.172514617E0,-2.404559702E0,4.866603871E0
6.489441025E1,5.806065872E-1,6.832073879E-1,-3.047371162E0,3.176530709E0
6.490434725E1,1.437348518E0,1.105715497E1,-7.747468938E0,1.357755212E1
6.491428425E1,4.640825720E0,2.884624673E1,6.438895404E0,2.991826512E1
6.492422125E1,7.298471773E0,4.247492294E1,5.233748006E0,4.341404021E1
6.493415825E1,9.571104988E0,2.889899564E1,-1.509843175E0,3.048011853E1
6.494409525E1,1.099933536E1,1.257931969E1,-5.291829568E0,1.752792407E1
6.495403125E1,8.220367182E0,1.102135129E1,-3.114876097E0,1.409776841E1
6.496396825E1,3.752883047E0,1.330542342E1,7.690024137E-1,1.384593038E1
6.497390525E1,2.081639470E0,1.690874083E1,2.059555268E0,1.716043435E1
6.498384225E1,3.395033156E0,1.839174324E1,1.442995613E0,1.875805709E1
6.499377925E1,4.987948017E0,1.861658388E1,-1.038895709E0,1.930119491E1
6.500371625E1,5.923970883E0,1.739770839E1,-1.254178641E0,1.842136402E1
6.501365225E1,6.043678590E0,1.570408927E1,-9.532610428E-1,1.685387722E1
6.502358925E1,4.914880040E0,1.107064332E1,-8.369425280E-1,1.214148517E1
6.503352625E1,3.419770387E0,6.685097097E0,-8.383585775E-1,7.555673220E0
6.504346325E1,1.946866412E0,4.150150187E0,-5.162212877E-1,4.613081380E0
6.505340025E1,1.143469433E0,2.121979119E0,-4.886587556E-1,2.459492855E0
6.506333725E1,7.437897315E-1,-6.872583389E-2,-2.020609157E-1,7.738055431E-1
6.507327425E1,-2.789314459E-1,-1.816981333E0,6.683477126E-2,1.839481124E0
6.508321025E1,-1.432090702E0,-3.302781635E0,9.871854917E-1,3.732798615E0
6.509314725E1,-1.331551045E0,-4.370074493E0,2.099897693E0,5.027936911E0
6.510308425E1,-1.343920537E0,-5.511431692E0,2.786804030E0,6.320465047E0
6.511302271E1,-1.136363385E0,-6.015618972E0,2.437975516E0,6.589591639E0
6.512295971E1,-8.822392997E-1,-6.849783926E0,2.095776576E0,7.217351694E0
6.513289671E1,-1.040066468E0,-7.785914966E0,2.376359897E0,8.206661713E0
6.514283271E1,-1.419782898E0,-8.268636532E0,2.291394006E0,8.696931646E0
6.515276971E1,-1.734382103E0,-8.811004375E0,1.783879661E0,9.155550558E0
6.516270671E1,-1.806448744E0,-9.607071211E0,1.121487191E0,9.839553234E0
6.517264371E1,-1.445009248E0,-1.035797649E1,-3.249648571E-2,1.045833566E1
6.518258071E1,-9.525819618E-1,-1.023485869E1,-1.907082249E0,1.045450656E1
6.519251771E1,-9.538293922E-1,-9.191418963E0,-4.417217084E0,1.024225463E1
6.520245471E1,-1.769147893E0,-8.583417878E0,-6.285221221E0,1.078466284E1
6.521239071E1,-3.636576957E0,-7.827186368E0,-6.550985359E0,1.083535637E1
6.522232771E1,-4.691119376E0,-8.205615826E0,-4.725336113E0,1.056728600E1
6.523226471E1,-5.115727220E0,-8.608598912E0,-2.748662642E0,1.038430482E1
6.524220171E1,-5.416009226E0,-8.712724375E0,-1.326489987E0,1.034428817E1
6.525213871E1,-5.324067607E0,-9.089641743E0,-4.485621321E-1,1.054364694E1
6.526207571E1,-5.061625273E0,-9.452741556E0,2.015383025E-1,1.072450423E1
6.527201271E1,-4.820851842E0,-9.740407609E0,6.069772375E-1,1.088506198E1
6.528194871E1,-4.488456636E0,-9.932471101E0,6.778969467E-1,1.092061214E1
6.529188571E1,-3.797849012E0,-1.001653067E1,7.741982496E-1,1.074029454E1
6.530182271E1,-2.881754626E0,-9.795735133E0,8.475726199E-1,1.024594143E1
6.531175971E1,-2.191590367E0,-9.196482067E0,6.086249828E-1,9.473583014E0
6.532169671E1,-1.563632735E0,-8.930376452E0,4.248025560E-1,9.076179159E0
6.533163371E1,-7.915377291E-1,-8.908992600E0,4.353321854E-1,8.954674491E0
6.534156971E1,-7.998113930E-3,-9.038272199E0,6.412091768E-1,9.060992083E0
6.535150671E1,7.539589897E-1,-9.706254022E0,1.097199612E0,9.797125511E0
6.536144371E1,1.864425787E0,-1.060882555E1,5.878686098E-1,1.078743958E1
6.537138071E1,3.654802144E0,-9.594982093E0,-4.073979678E0,1.104620163E1
6.538131771E1,4.842948763E0,-7.382292779E0,-8.311149298E0,1.212549389E1
6.539125471E1,4.165347393E0,-4.968397851E0,1.895416908E0,6.754828004E0
6.540119171E1,4.864372084E0,4.230852288E-1,-1.537258723E0,5.119011747E0
6.541112771E1,6.537093544E0,1.346775265E1,-9.903728528E0,1.794986886E1
6.542106471E1,1.248780608E1,3.597017620E1,7.445086613E0,3.879727041E1
6.543100171E1,1.615813025E1,5.092711059E1,4.664948409E0,5.363224319E1
6.544093871E1,1.065019811E1,2.554656237E1,3.605195097E-1,2.768002065E1
6.545087571E1,2.142795499E0,5.577330397E0,2.332021630E0,6.413775159E0
6.546081271E1,-2.480665745E0,6.576064652E0,-2.569184697E0,7.483250554E0
6.547074971E1,-3.275631843E0,1.042231341E1,-2.626053547E0,1.123612647E1
6.548068571E1,-2.940308351E0,1.282952321E1,-1.221593424E0,1.321871286E1
6.549062271E1,-2.290228364E0,1.384729659E1,-1.998866139E0,1.417703194E1
6.550055971E1,-2.059444901E-1,1.456357115E1,-1.653943419E0,1.465863386E1
6.551049671E1,2.490622384E0,1.561830594E1,-1.538651530E0,1.589031557E1
6.552043371E1,4.339013498E0,1.626336025E1,-2.396200669E0,1.700193231E1
6.553037071E1,5.098933432E0,1.486442209E1,-3.361020488E0,1.607005367E1
6.554030771E1,4.413578362E0,1.188130832E1,-3.479097991E0,1.314341219E1
6.555024371E1,2.657859184E0,8.583391566E0,-2.414647465E0,9.304265075E0
6.556018071E1,1.212919810E0,6.270012029E0,-1.147896141E0,6.488596987E0
6.557011771E1,4.506566048E-1,4.093563173E0,-1.007744229E0,4.239799436E0
6.558005471E1,1.208502531E-2,1.520101823E0,-1.537385023E0,2.162037998E0
6.558999171E1,-4.734380879E-2,-7.549802059E-1,-1.333751060E0,1.533338983E0
6.559992871E1,-6.865595967E-2,-2.585360434E0,-4.248844171E-1,2.620940477E0
6.560986571E1,-5.582974495E-1,-3.843823915E0,6.789552927E-1,3.943051942E0
6.561980171E1,-9.769294024E-1,-4.723486639E0,1.792921211E0,5.145899683E0
6.562973871E1,-1.039455433E0,-5.395249271E0,1.776213377E0,5.774436445E0
6.563967571E1,-1.069762722E0,-6.571188074E0,1.596046629E0,6.846332582E0
6.564961271E1,-1.463531181E0,-7.663575427E0,1.636968952E0,7.971949523E0
6.565954971E1,-1.790572384E0,-8.435224290E0,1.732269212E0,8.795448534E0
6.566948671E1,-1.678674803E0,-9.159936385E0,1.821218226E0,9.488899804E0
6.567942271E1,-1.061480141E0,-9.756094519E0,1.566313537E0,9.937879978E0
6.568935971E1,-8.052259147E-2,-1.056747755E1,7.793625104E-1,1.059648393E1
6.569929671E1,9.489545685E-1,-1.149522368E1,-1.439508480E-1,1.153522450E1
6.570923371E1,1.498970862E0,-1.228256998E1,-8.019234073E-1,1.239965807E1
6.571917071E1,8.686033005E-1,-1.226417230E1,-1.179420819E0,1.235133302E1
6.572910771E1,-5.824216361E-1,-1.100520012E1,-1.619464728E0,1.113895464E1
6.573904471E1,-1.590663975E0,-1.024711913E1,-2.088545909E0,1.057807574E1
6.574898071E1,-2.166180561E0,-1.014036301E1,-2.268730198E0,1.061444473E1
6.575891771E1,-2.642504103E0,-9.832289586E0,-1.839617075E0,1.034605903E1
6.576885471E1,-2.943709677E0,-9.538756437E0,-1.307735628E0,1.006794286E1
6.577879171E1,-3.256162369E0,-9.305781730E0,-8.865267706E-1,9.898792689E0
6.578872871E1,-3.560108240E0,-9.242127771E0,-5.908096862E-1,9.921711168E0
6.579866571E1,-3.751334996E0,-9.175877064E0,-3.180370395E-1,9.918184396E0
6.580860271E1,-3.911966781E0,-8.983373276E0,-5.389616210E-2,9.798335793E0
6.581853871E1,-4.100793255E0,-8.730749586E0,5.489670475E-1,9.661462543E0
6.582847571E1,-3.932288779E0,-8.159436271E0,1.172160916E0,9.133085816E0
6.583841271E1,-3.444895288E0,-7.815548655E0,1.548948476E0,8.680400089E0
6.584834971E1,-2.960354653E0,-7.997432145E0,1.294351351E0,8.625425555E0
6.585828671E1,-2.734274983E0,-8.330671982E0,9.055232048E-1,8.814552038E0
6.586822371E1,-2.160019642E0,-8.717495703E0,8.326024322E-1,9.019625435E0
6.587816071E1,-6.961463991E-1,-9.478689744E0,-1.133364787E0,9.571556552E0
6.588809671E1,7.609066513E-1,-9.422327263E0,-5.340898232E0,1.085745937E1
6.589803371E1,1.082102393E0,-7.357342125E0,-1.967278165E0,7.692308634E0
6.590797071E1,2.733763352E-1,-1.662179807E0,2.621119666E-1,1.704781222E0
6.591790771E1,5.914718834E-1,7.796984330E0,-2.023203274E0,8.076890188E0
6.592784471E1,5.537367017E0,2.464715301E1,6.921431029E0,2.619257132E1
6.593778171E1,1.285558308E1,4.454757378E1,7.410941212E0,4.695396039E1
6.594771871E1,1.631368489E1,3.852076441E1,-5.054225621E0,4.213704786E1
6.595765471E1,1.426808912E1,2.143028627E1,-2.526616967E0,2.586927386E1
6.596759171E1,1.021654521E1,2.250896190E1,1.871874994E0,2.478981803E1
6.597752871E1,9.083087599E0,2.802392239E1,-2.611139638E0,2.957466410E1
6.598746571E1,9.481929102E0,2.418304080E1,-3.316895059E0,2.618641316E1
6.599740271E1,7.005337404E0,1.555027476E1,-1.715037467E0,1.714138707E1
6.600733971E1,4.113666777E0,1.216295115E1,-1.219269594E0,1.289752897E1
6.601727671E1,3.509604084E0,1.169565220E1,-2.497501341E0,1.246367178E1
6.602721371E1,3.351909941E0,1.107807279E1,-2.663893218E0,1.187667143E1
6.603714971E1,2.174112309E0,8.785267856E0,-2.886963326E0,9.499592247E0
6.604708671E1,5.991225265E-1,5.573860075E0,-3.458101809E0,6.586754289E0
6.605702371E1,-4.789147362E-1,2.461046290E0,-3.857635038E0,4.600810391E0
